full_name,final_score,occupation,hometown,city,state,state_id,archive_info,date,dt_indx,id_x,created_at,favorite_count,retweet_count,anecdote,text,game_info_flg,winner_flg,gender,clean_text,answer_number,job,final_job_category
Brandon Brooks,5199,an HR manager,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7672,2018-01-09,1,950923337840160768,2018-01-10 02:52:45,4,0,I ran my second marathon this year.,"1/9/18:
""My favorite film series is James Bond.""
""I was born on my mom's birthday.""
""I ran my second marathon this year.""
#Jeopardy https://t.co/w1aDBV2MQj",True,0,male,I ran my second marathon this year.,answer3,hr manager,manager
Brandon Brooks,10801,an HR manager,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7670,2018-01-05,2,949433023174504448,2018-01-06 00:10:46,18,3,“I have over 600 game show theme songs.”,"1/5/18:
“I created a holiday that celebrates things I like.”
“I have over 600 game show theme songs.”
“I help create state park trails.”
#Jeopardy https://t.co/PfKrO0xXhu",True,1,male,“I have over 600 game show theme songs.”,answer2,hr manager,manager
Meghan Whalen,6000,a marketing specialist,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7669,2018-01-04,3,949069700641763328,2018-01-05 00:07:04,11,2,I saw WWI sites in France &amp; Belgium.,"1/4/18:
""I saw WWI sites in France &amp; Belgium.""
""I won a court case without asking any questions.""
""I work with an alpaca named Al.""
#Jeopardy https://t.co/j4JursGV03",True,1,female,I saw WWI sites in France and Belgium.,answer1,marketing specialist,specialist
Matt Egbert,0,a marketing specialist,"New York, New York",New York,New York,NY,J! Archive - Show #7217,2016-01-19,2,689600669322514432,2016-01-20 00:09:46,27,10,I partied with the Pittsburgh Penguins,"1/19/16:
""I gave eyedrops to a gator""
""I partied with the Pittsburgh Penguins""
""My folks made a bus an RV""
#Jeopardy https://t.co/CJN3zmZG4Y",True,0,male,I partied with the Pittsburgh Penguins,answer2,marketing specialist,specialist
Ellen Wernecke,0,a social media analyst,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7591,2017-09-18,1,909961759267602432,2017-09-19 02:06:04,28,3,Jeopardy! almost made me miss my bridal shower,"9/18/17:
""My grandma was alive when I became a grandma""
""I umpire youth softball""
""Jeopardy! almost made me miss my bridal shower""
#Jeopardy https://t.co/GwDsZzSfc9",True,0,female,Jeopardy almost made me miss my bridal shower,answer3,social media analyst,analyst
Ellen Wernecke,18410,a social media analyst,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7590,2017-09-15,1,908885953640636416,2017-09-16 02:51:12,18,4,I didn't like running races but now I do.,"9/15/17:
""I have a math equation tattooed.""
""I volunteer as a Valley Forge actor.""
""I didn't like running races but now I do.""
#Jeopardy https://t.co/r5zpinGUnp",True,1,female,I didnt like running races but now I do.,answer3,social media analyst,analyst
Ellen Wernecke,6500,a social media analyst,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7589,2017-09-14,2,908472496353136641,2017-09-14 23:28:16,19,3,I inform consumers about dairy.,"9/14/17:
""I help women near archaeological sites.""
""I inform consumers about dairy.""
""My school's only sports team is quiddifch.""
#Jeopardy https://t.co/yN2gcK6eZt",True,1,female,I inform consumers about dairy.,answer2,social media analyst,analyst
Michael Camp,2000,a high school Spanish teacher,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7533,2017-05-17,2,864980380876713988,2017-05-17 23:06:08,12,4,My school's a @NatlBlueRibbon winner.,"5/17/17:
""I've coached varsity tennis for 16 years.""
""My school's a @NatlBlueRibbon winner.""
""I was kicked out of a Hindu temple.""
#Jeopardy https://t.co/7kPhfbbGdz",True,0,male,My schools a Natl Blue Ribbon winner.,answer2,high school spanish teacher,teacher
Michael Camp,14800,a high school Spanish teacher,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7529,2017-05-11,1,862807306010058754,2017-05-11 23:11:06,10,6,Some of my lower kids love my class.,"5/11/17:
""A first grader called me a good witch.""
""I taught a 91-year-old in class weekly.""
""Some of my lower kids love my class.""
#Jeopardy https://t.co/sJVCKZKFvP",True,1,male,Some of my lower kids love my class.,answer3,high school spanish teacher,teacher
Ashley Singh,0,a high school Spanish teacher,"Louisville, Kentucky",Louisville,Kentucky,KY,J! Archive - Show #7010,2015-02-20,3,568925949921767424,2015-02-21 00:11:31,14,11,I've been monkey robbed 3 times.,"2/20/15:
""I've been monkey robbed 3 times.""
""My son thought he would jump like a frog.""
""Romans hit on me.""
#Jeopardy http://t.co/z0fsJPTozu",True,0,mostly_female,Ive been monkey robbed 3 times.,answer1,high school spanish teacher,teacher
Trevor Crowell,100,a high school Spanish teacher,"Mountain View, California",Mountain View,California,CA,J! Archive - Show #7991,2019-05-13,2,1128119754890334211,2019-05-14 02:08:03,16,2,I've always enjoyed Spanish.,"5/13/19:
""Music is required at my school.""
""I've always enjoyed Spanish.""
""I want to earn the respect of my students.""
#Jeopardy #TeachersTournament https://t.co/NGTkqFrWXe",True,0,male,Ive always enjoyed Spanish.,answer2,high school spanish teacher,teacher
Trevor Crowell,15500,a high school Spanish teacher,"Mountain View, California",Mountain View,California,CA,J! Archive - Show #7987,2019-05-07,3,1125903315194269696,2019-05-07 23:20:43,14,2,I bought my recovered stolen car back at an auction.,"5/7/19:
""I bought my recovered stolen car back at an auction.""
""I teach civics because it has real application.""
""I'm considered the cool teacher at my school.""
#Jeopardy #TeachersTournament https://t.co/OusTMbc5iA",True,1,male,I bought my recovered stolen car back at an auction.,answer1,high school spanish teacher,teacher
Meghan Treptow,3800,an artist,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7521,2017-05-01,3,859182872762208258,2017-05-01 23:08:54,19,3,I paint my watercolors in layers.,"5/1/17:
""I paint my watercolors in layers.""
""I met my wife &amp; got my first HDTV on the same day.""
""I write sci-fi short stories.""
#Jeopardy https://t.co/4T845ak65u",True,0,female,I paint my watercolors in layers.,answer1,artist,actor/artist/designer
Natasha Gainey,4900,an artist,"Decatur, Georgia",Decatur,Georgia,GA,J! Archive - Show #7251,2016-03-07,1,706999588209692672,2016-03-08 00:26:51,15,6,I make Day of the Dead bottles.,"3/7/16:
""I design board games.""
""Analyzing @Jeopardy! got me a job.""
""I make Day of the Dead bottles.""
#Jeopardy https://t.co/vVvkUtznAO",True,0,female,I make Day of the Dead bottles.,answer3,artist,actor/artist/designer
Natasha Gainey,14200,an artist,"Decatur, Georgia",Decatur,Georgia,GA,J! Archive - Show #7250,2016-03-04,3,705908142614384640,2016-03-05 00:09:50,37,15,My dad had a mariachi band follow me,"3/4/16:
""My dad had a mariachi band follow me""
""I analyze space travel law""
""People ask me for directions""
#Jeopardy https://t.co/jWIKMvGgQG",True,1,female,My dad had a mariachi band follow me,answer1,artist,actor/artist/designer
Jamie Newland,800,a loan coordinator,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7513,2017-04-19,1,854879685355995136,2017-04-20 02:09:34,11,1,I saw game 5 of the @Cubs win.,"4/19/17:
""I research pub trivia questions.""
""I saw a congressman chew a gumball from the floor.""
""I saw game 5 of the @Cubs win.""
#Jeopardy https://t.co/lRw7iQzsO8",True,0,mostly_female,I saw game 5 of the Cubs win.,answer3,loan coordinator,coordinator
Jamie Newland,14399,a loan coordinator,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7512,2017-04-18,1,854471113719599104,2017-04-18 23:06:03,7,0,I took the polar plunge.,"4/18/17:
""My grandma was the first Oscar winner from India.""
""I snorkeled at night with manta rays.""
""I took the polar plunge.""
#Jeopardy https://t.co/wgu9QmF7lQ",True,1,mostly_female,I took the polar plunge.,answer3,loan coordinator,coordinator
Jamie Newland,15500,a loan coordinator,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7511,2017-04-17,2,854108975909961729,2017-04-17 23:07:03,7,0,@LadyGaga sang at a karaoke contest I was in.,"4/17/17:
""I was in Berlin when the Wall came down.""
""@LadyGaga sang at a karaoke contest I was in.""
""A client called me Attila.""
#Jeopardy https://t.co/um1QIcrLLr",True,1,mostly_female,Lady Gaga sang at a karaoke contest I was in.,answer2,loan coordinator,coordinator
Trish Floyd,4800,an actuary,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7480,2017-03-03,2,837817667528585218,2017-03-04 00:11:12,19,2,I'm a huge fan of The Simpsons.,"3/3/17:
""I make people drink shots if they do bad improv.""
""I'm a huge fan of The Simpsons.""
""I was in an all-male drag kickline.""
#Jeopardy https://t.co/AHPHGqHwSl",True,0,female,Im a huge fan of The Simpsons.,answer2,actuary,accounting/ business/ finance
Kelsey Morgan,13600,an actuary,"Charlottesville, Virginia",Charlottesville,Virginia,VA,J! Archive - Show #7439,2017-01-05,3,817161018308775936,2017-01-06 00:09:03,20,4,My maiden name is tattooed in Morse code.,"1/5/17:
""My maiden name is tattooed in Morse code.""
""I'm an adult spelling bee pronouncer.""
""My husband proposed in a Vegas room.""
#Jeopardy https://t.co/5Myl2kzaO3",True,1,mostly_female,My maiden name is tattooed in Morse code.,answer1,actuary,accounting/ business/ finance
Trevor Mahoney,6000,an actuary,"Louisville, Kentucky",Louisville,Kentucky,KY,J! Archive - Show #7508,2017-04-12,2,852339384502407169,2017-04-13 01:55:19,19,5,I've completed the @KYBourbonTrail.,"4/12/17:
""I loved the ruins at Angkor Wat.""
""I've completed the @KYBourbonTrail.""
""Captain Picard was almost like my second dad.""
#Jeopardy https://t.co/jqCHp6iUis",True,0,male,Ive completed the K Y Bourbon Trail.,answer2,actuary,accounting/ business/ finance
Erin Summers,14400,an actuary,"Reno, Nevada",Reno,Nevada,NV,J! Archive - Show #7017,2015-03-03,3,572914298634276864,2015-03-04 00:19:47,5,3,I was proposed to at the Wishing Well,"3/3/15:
""I was proposed to at the Wishing Well""
""I built my cats a building""
""I met Mrs. Obama &amp; Mrs. Bush""
#Jeopardy http://t.co/4xr7Fr5OEB",True,0,mostly_female,I was proposed to at the Wishing Well,answer1,actuary,accounting/ business/ finance
Alan Lange,7400,an actuary,"Sarasota, Florida",Sarasota,Florida,FL,J! Archive - Show #6906,2014-09-29,2,516726349055029248,2014-09-29 23:08:56,5,4,It's tough to be a soccer referee.,"9/29/14:
""My dog shops for clothes.""
""It's tough to be a soccer referee.""
""I slept in the Tower of London.""
#Jeopardy http://t.co/KOm4fvyGXD",True,0,male,Its tough to be a soccer referee.,answer2,actuary,accounting/ business/ finance
Alan Lange,36400,an actuary,"Sarasota, Florida",Sarasota,Florida,FL,J! Archive - Show #6905,2014-09-26,3,515640838668292096,2014-09-26 23:15:30,1,0,Muhammad Ali sent a wedding note,"9/26/14:
""Muhammad Ali sent a wedding note""
""I'm in an anti-bully musical""
""I want a New Zealand tour""
#Jeopardy http://t.co/5d9kYn2CkA",True,1,male,Muhammad Ali sent a wedding note,answer1,actuary,accounting/ business/ finance
Kelly Sullivan,7400,an actuary,"Glen Allen, Virginia",Glen Allen,Virginia,VA,J! Archive - Show #7537,2017-05-23,3,867155941619376128,2017-05-23 23:11:02,7,0,I was a colonial barmaid on a spy show.,"5/23/17:
""I was a colonial barmaid on a spy show.""
""I was named for @Daniel_Inouye.""
""I got my gown at a Running of the Brides.""
#Jeopardy https://t.co/Ccknu8P90U",True,0,mostly_female,I was a colonial barmaid on a spy show.,answer1,actuary,accounting/ business/ finance
Megan Hersman,-1000,an arts marketer,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7464,2017-02-09,2,829852194270744576,2017-02-10 00:39:15,16,10,West Virginia's governor knighted me.,"2/9/17:
""I sang lead in a Yale PhD country punk band.""
""West Virginia's governor knighted me.""
""I lived on an island near Tampa.""
#Jeopardy https://t.co/zufjFYgl6e",True,0,female,West Virginias governor knighted me.,answer2,arts marketer,actor/artist/designer
Lauren Michniacki,2400,a consumer insights manager,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7462,2017-02-07,3,829119313890181120,2017-02-08 00:07:03,5,1,I grew up with my dad's red Corvette.,"2/7/17:
""I grew up with my dad's red Corvette.""
""My friend takes me with her on cruise lectures.""
""I prepare TV closed captions.""
#Jeopardy https://t.co/yujd9CGImU",True,0,mostly_female,I grew up with my dads red Corvette.,answer1,consumer insights manager,manager
Sarah Labadie,2,a nonprofit manager,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7444,2017-01-12,2,819697020176887808,2017-01-13 00:06:13,19,7,I took a day trip for the @Cavs parade.,"1/12/17:
""I'm queen at a school Renaissance fair.""
""I took a day trip for the @Cavs parade.""
""I visited European battlefields.""
#Jeopardy https://t.co/crF2vDGmZd",True,0,female,I took a day trip for the Cavs parade.,answer2,nonprofit manager,manager
Jack Paleczny,13400,a law student,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7441,2017-01-09,3,818611005672620032,2017-01-10 00:10:47,5,4,I got speeding tickets driving to my girlfriend.,"1/9/17
""I got speeding tickets driving to my girlfriend.""
""@PrincetonUBand played my wedding.""
""I teach English at @UMassAmherst.""
#Jeopardy https://t.co/klP2bwBNsW",True,0,male,I got speeding tickets driving to my girlfriend.,answer1,law student,student
Demi Hueth,6400,a law student,"New York, New York",New York,New York,NY,J! Archive - Show #7220,2016-01-22,2,690687790481330177,2016-01-23 00:09:36,24,6,I do Olympic ski runs.,"1/22/16:
""I help not-so-tech-savvy folks get online.""
""I do Olympic ski runs.""
""I got married at a zoo.""
#Jeopardy https://t.co/iHTi7TYyos",True,0,female,I do Olympic ski runs.,answer2,law student,student
Josh Vittor,75,a law student,"New York, New York",New York,New York,NY,J! Archive - Show #6962,2014-12-16,3,545322233598459904,2014-12-17 20:58:46,8,7,I managed bluegrass bands in China,"12/16/14:
""I managed bluegrass bands in China""
""I brought my good luck frog""
""People want to touch my hair""
#Jeopardy http://t.co/FDlDwnHAO2",True,0,male,I managed bluegrass bands in China,answer1,law student,student
William Baldwin,17199,a law student,"New Haven, Connecticut",New Haven,Connecticut,CT,J! Archive - Show #7563,2017-06-28,3,880200905450246144,2017-06-28 23:07:03,5,1,I can judge someone on their vacation home spot.,"6/28/17:
""I can judge someone on their vacation home spot.""
""I've stepped in every Great Lake.""
""I sang with @MsGladysKnight."" 
#Jeopardy https://t.co/Xog5kM8twz",True,0,male,I can judge someone on their vacation home spot.,answer1,law student,student
Jennifer Johnson,11602,a personal assistant,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7428,2016-12-21,3,811765547218173953,2016-12-22 02:49:22,70,14,I was a Bourbon Street bartender.,"12/21/16:
""I was a Bourbon Street bartender.""
""I have no middle finger &amp; have fun with it.""
""I mooned France on a cruise.""
#Jeopardy #Cindy https://t.co/2zgT9t4blL",True,0,female,I was a Bourbon Street bartender.,answer1,personal assistant,assistant/ service industry
Seth Wilson,19005,a Ph.D. candidate,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7373,2016-10-05,1,783850917695098880,2016-10-06 02:06:36,14,7,"After trips, my parents quizzed me.","10/5/16:
""I got accosted in Beijing.""
""I was happy the @Cavs won.""
""After trips, my parents quizzed me.""
#Jeopardy https://t.co/tnjEZjm46N",True,0,male,"After trips, my parents quizzed me.",answer3,ph.d. candidate,grad student
Seth Wilson,20000,a Ph.D. candidate,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7372,2016-10-04,1,783446692934721537,2016-10-04 23:20:21,6,7,I chatted with @mroJayCutler.,"10/4/16:
""I worked for the @Chas_Battery.""
""I practice zen meditation.""
""I chatted with @mroJayCutler.""
#Jeopardy https://t.co/8YSnVVQrNe",True,1,male,I chatted with @mro Jay Cutler.,answer3,ph.d. candidate,grad student
Seth Wilson,13201,a Ph.D. candidate,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7371,2016-10-03,1,783087428605054976,2016-10-03 23:32:46,6,2,I have a pre-Jeopardy playlist,"10/3/16:
""I lived with tall people in Holland""
""I ran the Athens marathon""
""I have a pre-Jeopardy playlist""
#Jeopardy https://t.co/f12bRNdk4d",True,1,male,I have a pre-Jeopardy playlist,answer3,ph.d. candidate,grad student
Seth Wilson,22000,a Ph.D. candidate,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7370,2016-09-30,1,781994928570195968,2016-09-30 23:11:34,13,9,I didn't dress as R2-D2.,"9/30/16:
""I proposed with a meteorite.""
""I was surprised with the Grand Canyon.""
""I didn't dress as R2-D2.""
#Jeopardy https://t.co/G1yKOaassb",True,1,male,I didnt dress as R2-D2.,answer3,ph.d. candidate,grad student
Seth Wilson,18100,a Ph.D. candidate,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7369,2016-09-29,1,781660132103036928,2016-09-30 01:01:12,9,8,I impressed my girl with trivia,"9/29/16:
""I was the Hamster Madam""
""I once held a Lincoln-written letter""
""I impressed my girl with trivia""
#Jeopardy https://t.co/1z7fAtDBXg",True,1,male,I impressed my girl with trivia,answer3,ph.d. candidate,grad student
Seth Wilson,25201,a Ph.D. candidate,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7368,2016-09-28,1,781314109526519808,2016-09-29 02:06:14,7,0,My mom calls about Jeopardy! champs.,"9/28/16:
""I safaried in Kenya.""
""I want to try all @BenAndJerrys.""
""My mom calls about Jeopardy! champs.""
#Jeopardy https://t.co/gFYxwFlWG2",True,1,male,My mom calls about Jeopardy champs.,answer3,ph.d. candidate,grad student
Seth Wilson,12800,a Ph.D. candidate,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7367,2016-09-27,1,780908315576381440,2016-09-27 23:13:45,20,4,I was a kid underwear model.,"9/27/16:
""I finished long races.""
""I do roller derby as Dixie Skullpopper.""
""I was a kid underwear model.""
#Jeopardy https://t.co/GfpBi7g7Gd",True,1,male,I was a kid underwear model.,answer3,ph.d. candidate,grad student
Seth Wilson,21900,a Ph.D. candidate,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7365,2016-09-23,1,779462586735525888,2016-09-23 23:28:57,17,5,I read stories as a Christmas elf,"9/23/16:
""I liked bike messengering""
""My dog locked me out of my house""
""I read stories as a Christmas elf""
#Jeopardy https://t.co/iP9DegIbzl",True,1,male,I read stories as a Christmas elf,answer3,ph.d. candidate,grad student
Seth Wilson,22000,a Ph.D. candidate,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7364,2016-09-22,1,779095470933180416,2016-09-22 23:10:09,10,8,I rode a trike into a pool.,"9/22/16:
""My girlfriend accident-proofed our bed.""
""I met my man at karaoke.""
""I rode a trike into a pool.""
#Jeopardy https://t.co/neJI7cidiT",True,1,male,I rode a trike into a pool.,answer3,ph.d. candidate,grad student
Seth Wilson,22800,a Ph.D. candidate,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7363,2016-09-21,1,778792585779294208,2016-09-22 03:06:36,15,2,I'm a @UGAAthletics fan.,"9/21/16:
""I did a lot with veterans' blood.""
""I won a college writing contest.""
""I'm a @UGAAthletics fan.""
#Jeopardy https://t.co/Jpjt3ZAM1y",True,1,male,Im a U G A Athletics fan.,answer3,ph.d. candidate,grad student
Seth Wilson,31200,a Ph.D. candidate,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7362,2016-09-20,1,778372034887716864,2016-09-20 23:15:29,17,5,I'm part of a gentleman's club.,"9/20/16:
""I want to save the @USPS.""
""I travel to give people tequila.""
""I'm part of a gentleman's club.""
#Jeopardy https://t.co/n4sgLjHSSa",True,1,male,Im part of a gentlemans club.,answer3,ph.d. candidate,grad student
Seth Wilson,29800,a Ph.D. candidate,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7361,2016-09-19,3,778018017661685760,2016-09-19 23:48:44,4,4,My laugh breaks the pig,"9/19/16
""My laugh breaks the pig""
""I was the only one on a prop flight""
""I had Indonesian digested coffee""
#Jeopardy https://t.co/YYkQszUxvM",True,1,male,My laugh breaks the pig,answer1,ph.d. candidate,grad student
Jen Simons,0,a Ph.D. candidate,"Charlottesville, Virginia",Charlottesville,Virginia,VA,J! Archive - Show #7730,2018-03-30,2,979857581907890176,2018-03-30 23:07:07,11,2,My aunt recorded @Jeopardy! over my Winnie the Pooh tape.,"3/30/18:
""I have more than 50 board games.""
""My aunt recorded @Jeopardy! over my Winnie the Pooh tape.""
""I have a bowling average of 88.""
#Jeopardy https://t.co/whwnf4DiQ3",True,0,female,My aunt recorded Jeopardy over my Winnie the Pooh tape.,answer2,ph.d. candidate,grad student
Michelle Rosen,1,a Ph.D. candidate,"Cambridge, Massachusetts",Cambridge,Massachusetts,MA,J! Archive - Show #7779,2018-06-07,1,1004862327756394497,2018-06-07 23:07:03,6,0,I demonstrate our robots to the public.,"6/7/18:
""I'm a fourth-generation @Jeopardy! fan.""
""The @TOZombieWalk went past my wedding.""
""I demonstrate our robots to the public.""
#Jeopardy https://t.co/hfG8KMek4V",True,1,female,I demonstrate our robots to the public.,answer3,ph.d. candidate,grad student
Michelle Rosen,18401,a Ph.D. candidate,"Cambridge, Massachusetts",Cambridge,Massachusetts,MA,J! Archive - Show #7778,2018-06-06,2,1004542459588890625,2018-06-07 01:56:00,2,1,I build insect-scale flying robots.,"6/6/18:
""I have to wake up at 4am to teach online.""
""I build insect-scale flying robots.""
""The first book I bought myself was The Hobbit.""
#Jeopardy https://t.co/hZ52TSUhna",True,1,female,I build insect-scale flying robots.,answer2,ph.d. candidate,grad student
Burt Westermeier,23200,a Ph.D. candidate,"New Haven, Connecticut",New Haven,Connecticut,CT,J! Archive - Show #7814,2018-07-26,1,1022619590772314112,2018-07-26 23:08:04,17,1,I'm writing a dissertation on a Spanish pilgrimage.,"7/26/18:
""I met my wife sharing a cab after a @Metallica concert.""
""I was applauded on a flight for waking up a snoring man.""
""I'm writing a dissertation on a Spanish pilgrimage.""
#Jeopardy https://t.co/rtwUIDTgrC",True,1,male,Im writing a dissertation on a Spanish pilgrimage.,answer3,ph.d. candidate,grad student
Burt Westermeier,14401,a Ph.D. candidate,"New Haven, Connecticut",New Haven,Connecticut,CT,J! Archive - Show #7813,2018-07-25,2,1022256949285539840,2018-07-25 23:07:03,17,1,I played in the marching band through college.,"7/25/18:
""I met @BillClinton and Gallagher at the same time.""
""I played in the marching band through college.""
""I work for a cheese company.""
#Jeopardy https://t.co/pM1Q94JyeU",True,1,male,I played in the marching band through college.,answer2,ph.d. candidate,grad student
Morgan Hanson,0,a Ph.D. candidate,"Tullahoma, Tennessee",Tullahoma,Tennessee,TN,J! Archive - Show #7621,2017-10-30,3,925137007030034432,2017-10-30 23:07:05,26,4,“I went to buy a miniature donkey and call it Dinky.”,"10/30/17:
“I went to buy a miniature donkey and call it Dinky.”
“I flew to the 2016 @Cubs parade.”
“I was a rejected cartoonist.”
#Jeopardy https://t.co/WRZi77yhv2",True,0,mostly_male,“I went to buy a miniature donkey and call it Dinky.”,answer1,ph.d. candidate,grad student
Annie Busiek,1499,a copywriter,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7357,2016-09-13,1,775833898425081856,2016-09-13 23:09:50,15,3,I used to play the mountain dulcimer.,"9/13/16:
""I was knighted by my governor.""
""I love tennis.""
""I used to play the mountain dulcimer.""
#Jeopardy https://t.co/uo8HxI7eTQ",True,0,female,I used to play the mountain dulcimer.,answer3,copywriter,writer
Annie Busiek,21100,a copywriter,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7356,2016-09-12,3,775472686990364672,2016-09-12 23:14:30,30,9,I grow barely-edible peppers.,"9/12/16:
""I grow barely-edible peppers.""
""I'm in a fast-pitch softball league.""
""I have themed birthdays.""
#Jeopardy https://t.co/a9izAjHn3C",True,1,female,I grow barely-edible peppers.,answer1,copywriter,writer
Katie Landers,7700,a copywriter,"Los Angeles, California",Los Angeles,California,CA,J! Archive - Show #7385,2016-10-21,2,789609305330765824,2016-10-21 23:28:23,21,10,I've been an eggplant-enjoying vegan for 7 years.,"10/21/16:
""I guest programmed on @TCM.""
""I've been an eggplant-enjoying vegan for 7 years.""
""A chicken beat me at tic-tac-toe.""
#Jeopardy https://t.co/IZpmC0452w",True,0,female,Ive been an eggplant-enjoying vegan for 7 years.,answer2,copywriter,writer
Ron Freshour,4399,a copywriter,"Austin, Texas",Austin,Texas,TX,J! Archive - Show #7813,2018-07-25,3,1022256949285539840,2018-07-25 23:07:03,17,1,I met @BillClinton and Gallagher at the same time.,"7/25/18:
""I met @BillClinton and Gallagher at the same time.""
""I played in the marching band through college.""
""I work for a cheese company.""
#Jeopardy https://t.co/pM1Q94JyeU",True,0,male,I met Bill Clinton and Gallagher at the same time.,answer1,copywriter,writer
Haley Zapal,25200,a copywriter,"Atlanta, Georgia",Atlanta,Georgia,GA,J! Archive - Show #7913,2019-01-23,1,1088226643649404928,2019-01-24 00:07:04,8,1,I'm in a classical book club.,"1/23/19:
""I had to jump out of a moving train in Italy.""
""The same band played at my parents' wedding &amp; my wedding.""
""I'm in a classical book club.""
#Jeopardy https://t.co/JRyQpRw32s",True,1,female,Im in a classical book club.,answer3,copywriter,writer
Haley Zapal,27400,a copywriter,"Atlanta, Georgia",Atlanta,Georgia,GA,J! Archive - Show #7912,2019-01-22,2,1087864510826856448,2019-01-23 00:08:05,15,2,I run a summer camp for girls to learn rock &amp; roll.,"1/22/19:
""I'm a volunteer grave gardener.""
""I run a summer camp for girls to learn rock &amp; roll.""
""I've written textbook chapters about viruses.""
#Jeopardy https://t.co/rogkfF2Kxx",True,1,female,I run a summer camp for girls to learn rock and roll.,answer2,copywriter,writer
Brad Nehring,27400,a copywriter,"Federal Way, Washington",Federal Way,Washington,WA,J! Archive - Show #6991,2015-01-26,1,559868233701146624,2015-01-27 00:19:23,25,13,I collect international masks.,"1/26/15:
""I called my roommate's mom Ibu.""
""My son compares me to Hitler.""
""I collect international masks.""
#Jeopardy http://t.co/qY5A2pAPRz",True,1,male,I collect international masks.,answer3,copywriter,writer
Brad Nehring,16001,a copywriter,"Federal Way, Washington",Federal Way,Washington,WA,J! Archive - Show #6990,2015-01-23,2,558786826702319616,2015-01-24 00:42:15,10,8,I elephant-proofed a Zambian town,"1/23/15:
""Geese mugged me for my muffin""
""I elephant-proofed a Zambian town""
""BBQing got me a girlfriend""
#Jeopardy http://t.co/P5jzdkblPd",True,1,male,I elephant-proofed a Zambian town,answer2,copywriter,writer
Afam Onyema,1200,a nonprofit co-founder and leader originally,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7332,2016-06-28,3,747929738618929152,2016-06-28 23:08:40,12,4,I work in Nigerian health.,"6/28/16:
""I work in Nigerian health.""
""I hit my driving instructor's car.""
""I started running at age 55.""
#Jeopardy https://t.co/QAecbr4WM5",True,0,unknown,I work in Nigerian health.,answer1,nonprofit co-founder leader originally,unemployed
Peyton Brown,1,a laborer,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7330,2016-06-24,3,746480266042974209,2016-06-24 23:08:59,14,1,I'm making a vinyl comedy album,"6/24/16
""I'm making a vinyl comedy album""
""I work with digital medical records""
""I saw plays at the Globe""
#Jeopardy https://t.co/tq2FrlssBy",True,0,andy,Im making a vinyl comedy album,answer1,laborer,laborer
Megan Hauser,14200,an editor and stay-at-home parent,"Chicago, Illinois",Chicago,Illinois,IL,J! Archive - Show #7310,2016-05-27,3,736347864981327873,2016-05-28 00:06:26,19,4,I have X-Files stuff,"5/27/16:
""I have X-Files stuff""
""A castle has my grandma's name""
""I hope Carl Reiner &amp; Mel Brooks watch""
#Jeopardy https://t.co/QUzzj6etQM",True,0,female,I have X-Files stuff,answer1,editor stay-at-home parent,unemployed
